Model,R2_train,R2_test,RMSE_train,RMSE_test,MAE_train,MAE_test,MAPE_train,MAPE_test,train_time,test_time
CatBoostRegressor,0.9963138948176901,0.9898118386526641,3.6171700790769092,5.863996119479196,2.8205271669256686,3.844693799003937,0.011554217234089906,0.01593600417942527,2.002469778060913,0.00631403923034668
ExtraTreesRegressor,0.9995753671903755,0.989538134143654,1.2276988289453152,5.942242083401419,0.5365665008291867,3.452461548660833,0.002212670619070263,0.014448326604583245,2.158231019973755,0.05953216552734375
LGBMRegressor,0.9942361169009766,0.9894348559440937,4.523167284571511,5.971500578029644,3.2278045443569,4.075288427513392,0.01315327356595987,0.016768375753451227,0.22205138206481934,0.017861127853393555
RandomForestRegressor,0.9987099639281782,0.9867361062134694,2.1398631258152983,6.690849864950111,1.4967093123846855,3.9285441937846466,0.006071538840127257,0.016259495310836532,1.8100285530090332,0.04702353477478027
XGBRegressor,0.9980781078338623,0.9842332005500793,2.611873139003977,7.294874027202519,1.9983274936676025,4.062884330749512,0.008213614113628864,0.016834361478686333,0.15930986404418945,0.004183292388916016
DecisionTreeRegressor,0.999576520444251,0.9668201050082471,1.2260305510492533,10.582378009865051,0.5317611940298508,4.750132590824714,0.0021924780226876147,0.020019342294268966,0.07319426536560059,0.0012192726135253906
LinearRegression,0.8834618333692027,0.8743240414897042,20.338511189063873,20.595477730688746,13.361946005440005,13.62810099131161,0.052826183700413955,0.05469952907708995,0.03412985801696777,0.00031280517578125
LinearSVR,-0.35421934935215615,-0.29310284256963715,69.33133700671686,66.0636097922752,57.46829509684671,52.86265886382625,0.2398547392263405,0.22398693860984273,1.097318172454834,0.00040984153747558594
